"Version","Class","NFix","NRevision","NAuthor","LocAdded","LocDeleted","LocTouched","MaxLockAdded","AverageLockAdded","Size","Age","Buggy"
"1","/tajo-catalog/tajo-catalog-drivers/tajo-hive/src/test/java/org/apache/tajo/catalog/store/TestHiveCatalogStore.java","0","0","0","948","1690","2638","948","948.0","865","3","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/CatalogServer.java","5","291","2","51164","121407","172571","51164","51164.0","1682","0","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/AbstractTableDescriptor.java","0","0","0","0","0","0","0","0","81","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/ClusterTableDescriptor.java","0","0","0","0","0","0","0","0","54","67","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/ColumnDescriptor.java","0","0","0","0","0","0","0","0","47","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/ColumnsTableDescriptor.java","0","0","0","0","0","0","0","0","49","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/DatabasesTableDescriptor.java","0","0","0","0","0","0","0","0","47","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/IndexesTableDescriptor.java","0","0","0","0","0","0","0","0","48","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/InfoSchemaMetadataDictionary.java","0","0","0","46802","104730","151532","46802","46802.0","134","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/PartitionKeysTableDescriptor.java","0","0","0","0","0","0","0","0","46","70","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/PartitionsTableDescriptor.java","0","0","0","0","0","0","0","0","47","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/SessionTableDescriptor.java","0","0","0","0","0","0","0","0","45","77","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/TableDescriptor.java","0","0","0","0","0","0","0","0","29","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/TableOptionsTableDescriptor.java","0","0","0","0","0","0","0","0","46","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/TablespacesTableDescriptor.java","0","0","0","0","0","0","0","0","48","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/TablesTableDescriptor.java","0","0","0","0","0","0","0","0","49","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/dictionary/TableStatsTableDescriptor.java","0","0","0","0","0","0","0","0","46","57","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/LinkedMetadataManager.java","0","0","0","109588","120665","230253","109588","109588.0","243","89","NO"
"1","/tajo-catalog/tajo-catalog-server/src/main/java/org/apache/tajo/catalog/LocalCatalogWrapper.java","2","46","1","61023","144960","205983","61023","61023.0","57","0","NO"
